Hr Org Unit Key,Hr Org Unit Id,Hr Org Unit Title,Hr Org Unit Level,Hr Department Id,Hr Department Code,Hr Department Code Old,Hr Department Name,Hr Department Name Long,Hr Department Name Alpha,Org Hier School Area Name,Org Hier Top Level Name,Org Hier Root Name,Hr Org Level1 Id,Hr Org Level1 Sort,Hr Org Level1 Name,Hr Org Level2 Id,Hr Org Level2 Sort,Hr Org Level2 Name,Hr Org Level3 Id,Hr Org Level3 Sort,Hr Org Level3 Name,Hr Org Level4 Id,Hr Org Level4 Sort,Hr Org Level4 Name,Hr Org Level5 Id,Hr Org Level5 Sort,Hr Org Level5 Name,Dlc Key,Dlc Name,Warehouse Load Date
O10000575,10000575,Nuclear Reactor Laboratory,DEPARTMENTS,10000575.0,HR-264000,264000.0,Nuclear Reactor Laboratory,Nuclear Reactor Laboratory,Nuclear Reactor Laboratory,VP Research,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000032.0,281.0,VP Research,10000575.0,300.0,Nuclear Reactor Laboratory,,,,D_NRL,Nuclear Reactor Laboratory,01/08/16 01:03 AM
O10000273,10000273,Urban Studies & Planning,DEPARTMENTS,10000273.0,HR-035000,35000.0,Urban Studies & Planning,Department of Urban Studies and Planning,"Urban Studies & Planning, Department of",Architecture & Planning Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000005.0,7.0,Architecture & Planning Area,10000273.0,22.0,Urban Studies & Planning,,,,D_DUSP,Urban Studies & Planning,01/08/16 01:03 AM
O10000935,10000935,VP & Dean for Research,DEPARTMENTS,10000935.0,HR-401860,401860.0,VP & Dean for Research,VP & Dean for Research,VP & Dean for Research,VP Research,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000032.0,281.0,VP Research,10000935.0,310.0,VP & Dean for Research,,,,D_VPRESOFF,Office of the Vice President of Research,01/08/16 01:03 AM
O10000322,10000322,Electrical Engineering-Computer Science,DEPARTMENTS,10000322.0,HR-064000,64000.0,Electrical Engineering-Computer Science,Dept of Electrical Engineering & Computer Science,"Electrical Engineering & Computer Science, Dept of",Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10000322.0,60.0,Electrical Engineering-Computer Science,,,,D_EECS,Electrical Engineering & Computer Science,01/08/16 01:03 AM
O10002508,10002508,School of Engineering-MITES,DEPARTMENTS,10002508.0,HR-060700,60700.0,School of Engineering-MITES,School of Engineering-MITES,School of Engineering-MITES,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10002508.0,35.0,School of Engineering-MITES,,,,D_MITES,Minority Intro to Engineering & Science Program,01/08/16 01:03 AM
O10000931,10000931,Knowledge Updates,DEPARTMENTS,10000931.0,HR-061700,61700.0,Knowledge Updates,Knowledge Updates,Knowledge Updates,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10000954.0,26.0,Professional Education Programs Area,10000931.0,31.0,Knowledge Updates,D_KU,Knowledge Updates,01/08/16 01:03 AM
O10003308,10003308,International Innovation Initiative,DEPARTMENTS,10003308.0,HR-061900,61900.0,International Innovation Initiative,International Innovation Initiative,International Innovation Initiative,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10003308.0,39.0,International Innovation Initiative,,,,D_III,International Innovation Initiative,01/08/16 01:03 AM
O10000757,10000757,Educational Council,DEPARTMENTS,10000757.0,HR-446300,446300.0,Educational Council,Educational Council,Educational Council,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000013.0,182.0,Dean for Undergraduate Education Area,10000041.0,197.0,Admissions Office Area,10000757.0,199.0,Educational Council,D_ADM,Admissions,01/08/16 01:03 AM
O10000932,10000932,DUE Special Projects,DEPARTMENTS,10000932.0,HR-441050,441050.0,DUE Special Projects,DUE Special Projects,DUE Special Projects,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000013.0,182.0,Dean for Undergraduate Education Area,10000100.0,204.0,Dean for Undergraduate Education Offices,10000932.0,206.0,DUE Special Projects,D_DUE:HQ,DUE HQ,01/08/16 01:03 AM
O10000624,10000624,Center for Advanced Educational Services,DEPARTMENTS,10000624.0,HR-405100,405100.0,Center for Advanced Educational Services,Center for Advanced Educational Services,Center for Advanced Educational Services,Office of Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000025.0,247.0,Office of Provost Area,10000624.0,261.0,Center for Advanced Educational Services,,,,D_CAES,Center for Advanced Educational Services,01/08/16 01:03 AM
O10000426,10000426,School of Science,DEPARTMENTS,10000426.0,HR-150000,150000.0,School of Science,School of Science,School of Science,Science Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000030.0,117.0,Science Area,10000426.0,122.0,School of Science,,,,D_DEANSCI,Dean Of Science,01/08/16 01:03 AM
O10000267,10000267,School of Architecture & Planning,DEPARTMENTS,10000267.0,HR-030000,30000.0,School of Architecture & Planning,School of Architecture and Planning,School of Architecture and Planning,Architecture & Planning Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000005.0,7.0,Architecture & Planning Area,10000267.0,17.0,School of Architecture & Planning,,,,D_DEANARCH,Dean of Architecture,01/08/16 01:03 AM
O10002634,10002634,Undergraduate Advising and Academic Prog,DEPARTMENTS,10002634.0,HR-444000,444000.0,Undergraduate Advising and Academic Prog,Undergraduate Advising and Academic Programming,Undergraduate Advising and Academic Programming,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000013.0,182.0,Dean for Undergraduate Education Area,10002984.0,189.0,UAAP Area,10002634.0,192.0,Undergraduate Advising and Academic Prog,D_UAAP,Undergraduate Advising and Academic Programs,01/08/16 01:03 AM
O10000558,10000558,Naval Science,DEPARTMENTS,10000558.0,HR-187800,187800.0,Naval Science,Naval Science,Naval Science,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000013.0,182.0,Dean for Undergraduate Education Area,10000219.0,200.0,ROTC Programs,10000558.0,203.0,Naval Science,D_ROTC,ROTC area,01/08/16 01:03 AM
O10002583,10002583,Design Laboratory,DEPARTMENTS,10002583.0,HR-030010,30010.0,Design Laboratory,Design Laboratory,Design Laboratory,Architecture & Planning Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000005.0,7.0,Architecture & Planning Area,10002583.0,18.0,Design Laboratory,,,,D_DEANARCH,Dean of Architecture,01/08/16 01:03 AM
O10003008,10003008,Singapore-MIT Alliance for Res and Tech,DEPARTMENTS,10003008.0,HR-401862,401862.0,Singapore-MIT Alliance for Res and Tech,Singapore-MIT Alliance for Research and Technology,Singapore-MIT Alliance for Research and Technology,VP Research,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000032.0,281.0,VP Research,10003008.0,284.0,Singapore-MIT Alliance for Res and Tech,,,,D_SMART,Singapore-MIT Alliance for Res & Tech,01/08/16 01:03 AM
O10000730,10000730,Student Life Programs,DEPARTMENTS,10000730.0,HR-441300,441300.0,Student Life Programs,Student Life Programs,Student Life Programs,Dean for Student Life Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000012.0,140.0,Dean for Student Life Area,10002533.0,141.0,Student Life Programs Area,10000730.0,143.0,Student Life Programs,D_SLP,Student Life Programs,01/08/16 01:03 AM
O10000594,10000594,Cambridge-MIT Institute,DEPARTMENTS,10000594.0,HR-400900,400900.0,Cambridge-MIT Institute,Cambridge-MIT Institute,Cambridge-MIT Institute,Office of Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000025.0,247.0,Office of Provost Area,10000218.0,248.0,Provost Office,10000594.0,249.0,Cambridge-MIT Institute,D_CMI,Cambridge-MIT Institute,01/08/16 01:03 AM
O10000749,10000749,Community Dev & Substance Abuse Pgms,DEPARTMENTS,10000749.0,HR-442050,442050.0,Community Dev & Substance Abuse Pgms,Community Development & Substance Abuse Programs,Community Development & Substance Abuse Programs,Dean for Student Life Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000012.0,140.0,Dean for Student Life Area,10000099.0,155.0,Dean for Student Life Offices,10000749.0,159.0,Community Dev & Substance Abuse Pgms,D_DSL:HQ,Dean for Student Life - Headquarters,01/08/16 01:03 AM
O10000601,10000601,Haystack Observatory,DEPARTMENTS,10000601.0,HR-401710,401710.0,Haystack Observatory,Haystack Observatory,Haystack Observatory,VP Research,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000032.0,281.0,VP Research,10000601.0,305.0,Haystack Observatory,,,,D_HAYSTACK,Haystack Observatory,01/08/16 01:03 AM
O10000912,10000912,Endicott House,DEPARTMENTS,10000912.0,HR-872500,872500.0,Endicott House,Endicott House,Endicott House,Dean for Student Life Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000012.0,140.0,Dean for Student Life Area,10002033.0,162.0,Enterprise Services Area,10000912.0,168.0,Endicott House,D_ENDICOTT,Endicott House,01/08/16 01:03 AM
O10000370,10000370,"Prog in Science, Technology, & Society",DEPARTMENTS,10000370.0,HR-097000,97000.0,"Prog in Science, Technology, & Society","Program in Science, Technology, and Society","Program in Science, Technology, and Society","Humanities, Arts, & Social Sciences Area",Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000020.0,85.0,"Humanities, Arts, & Social Sciences Area",10000370.0,92.0,"Prog in Science, Technology, & Society",,,,D_STS,"Program In Science, Technology & Society",01/08/16 01:03 AM
O10000919,10000919,MIT Press,DEPARTMENTS,10000919.0,HR-875000,875000.0,MIT Press,MIT Press,MIT Press,"Libraries, MIT Press, Tech Review",Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000022.0,221.0,"Libraries, MIT Press, Tech Review",10000919.0,226.0,MIT Press,,,,D_PRESS,MIT Press,01/08/16 01:03 AM
O10003883,10003883,Earth Resources Laboratory,DEPARTMENTS,10003883.0,HR-153005,153005.0,Earth Resources Laboratory,Earth Resources Laboratory,Earth Resources Laboratory,Science Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000030.0,117.0,Science Area,10003883.0,120.0,Earth Resources Laboratory,,,,D_EAPS,"Earth, Atmospheric & Planetary Sciences",01/08/16 01:03 AM
O10003684,10003684,Sourcing,DEPARTMENTS,10003684.0,HR-426900,426900.0,Sourcing,Sourcing,Sourcing,VP for Finance Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10003333.0,323.0,VP for Finance Area,10003683.0,326.0,Financial Operations Area,10003684.0,331.0,Sourcing,D_SOURCING,Sourcing,01/08/16 01:03 AM
O10000947,10000947,LL-Air & Missile Defense Technology,SUB DEPARTMENT,10000581.0,HR-310000,310000.0,Lincoln Laboratory,Lincoln Laboratory,Lincoln Laboratory,Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000581.0,228.0,Lincoln Laboratory,10000947.0,235.0,LL-Air & Missile Defense Technology,,,,D_LINCOLN,Lincoln Laboratory,01/08/16 01:03 AM
O10000948,10000948,LL-Homeland Protection & Air Traffic Con,SUB DEPARTMENT,10000581.0,HR-310000,310000.0,Lincoln Laboratory,Lincoln Laboratory,Lincoln Laboratory,Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000581.0,228.0,Lincoln Laboratory,10000948.0,236.0,LL-Homeland Protection & Air Traffic Con,,,,D_LINCOLN,Lincoln Laboratory,01/08/16 01:03 AM
O10004258,10004258,Open Learning Enterprise,DEPARTMENTS,10004258.0,HR-401803,401803.0,Open Learning Enterprise,Open Learning Enterprise,,Office of Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000025.0,247.0,Office of Provost Area,10004583.0,264.0,Digital Learning Area,10004258.0,265.0,Open Learning Enterprise,D_MITX,MIT ON-LINE LEARNING,01/08/16 01:03 AM
O10005036,10005036,"ODL, Engineering",DEPARTMENTS,10005036.0,HR-406102,406102.0,"ODL, Engineering","ODL, Engineering","ODL, Engineering",Office of Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000025.0,247.0,Office of Provost Area,10004583.0,264.0,Digital Learning Area,10005083.0,267.0,ODL area,D_DL,Digital Learning,01/08/16 01:03 AM
O10004484,10004484,Tax Services,DEPARTMENTS,10004484.0,HR-423601,423601.0,Tax Services,Tax Services,Tax Services,VP for Finance Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10003333.0,323.0,VP for Finance Area,10000077.0,337.0,Controller's Area,10004484.0,342.0,Tax Services,D_CAS,Controller & Accounting Services,01/08/16 01:03 AM
O10004958,10004958,Office of Engineering Outreach Prgms,DEPARTMENTS,10004958.0,HR-060001,60001.0,Office of Engineering Outreach Prgms,Office of Engineering Outreach Programs,Office of Engineering Outreach Programs,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10004958.0,46.0,Office of Engineering Outreach Prgms,,,,D_OEOP,Office of Engineering Outreach programs,01/08/16 01:03 AM
O10004458,10004458,LL-Cyber Security & Information Sciences,SUB DEPARTMENT,10000581.0,HR-310000,310000.0,Lincoln Laboratory,Lincoln Laboratory,Lincoln Laboratory,Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000581.0,228.0,Lincoln Laboratory,10004458.0,232.0,LL-Cyber Security & Information Sciences,,,,D_LINCOLN,Lincoln Laboratory,01/08/16 01:03 AM
O10004333,10004333,Health Sciences and Technology Program,DEPARTMENTS,10004333.0,HR-061902,61902.0,Health Sciences and Technology Program,Health Sciences and Technology Program,Health Sciences and Technology Program,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10004283.0,43.0,IMES Area,10004333.0,45.0,Health Sciences and Technology Program,D_IMES,Institute for Medical Engineering and Science,01/08/16 01:03 AM
O10002733,10002733,SHASS Department Heads,DEPARTMENTS,10002733.0,HR-090100,90100.0,SHASS Department Heads,SHASS Department Heads,SHASS Department Heads,"Humanities, Arts, & Social Sciences Area",Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000020.0,85.0,"Humanities, Arts, & Social Sciences Area",10002733.0,96.0,SHASS Department Heads,,,,D_HUM_DEPTHEAD,Humanities and Social Sciences Department Heads,01/08/16 01:03 AM
O10002759,10002759,DLC Heads Science,DEPARTMENTS,10002759.0,HR-150100,150100.0,DLC Heads Science,DLC Heads Science,DLC Heads Science,Science Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000030.0,117.0,Science Area,10002759.0,118.0,DLC Heads Science,,,,D_SCI_DEPTHEAD,School of Science Department Heads,01/08/16 01:03 AM
O10000697,10000697,Controller,DEPARTMENTS,10000697.0,HR-422900,422900.0,Controller,Controller,Controller,VP for Finance Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10003333.0,323.0,VP for Finance Area,10000077.0,337.0,Controller's Area,10000697.0,339.0,Controller,D_CAS,Controller & Accounting Services,01/08/16 01:03 AM
O10000901,10000901,Housemasters Program,DEPARTMENTS,10000901.0,HR-441380,441380.0,Housemasters Program,Housemasters Program,Housemasters Program,Dean for Student Life Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000012.0,140.0,Dean for Student Life Area,10000099.0,155.0,Dean for Student Life Offices,10000901.0,160.0,Housemasters Program,D_SLP,Student Life Programs,01/08/16 01:03 AM
O10003834,10003834,Office of VP for Communications,DEPARTMENTS,10003834.0,HR-490002,490002.0,Office of VP for Communications,Office of VP for Communications,Office of VP for Communications,VP & Secretary of Corp Area,President & Chairman of the Corporation,MIT-All,10000000.0,1.0,MIT-All,10000003.0,425.0,President & Chairman of the Corporation,10000256.0,426.0,VP & Secretary of Corp Area,10003833.0,428.0,VP for Institute Affairs Area,10003834.0,430.0,Office of VP for Communications,D_VP_SEC_CORP,VP and Secretary of the Corporation,01/08/16 01:03 AM
O10004410,10004410,Alumni Association IS&S,DEPARTMENTS,10004410.0,HR-871070,871070.0,Alumni Association IS&S,Alumni Association IS&S,Alumni Association IS&S,Alumni Association Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10004183.0,349.0,Alumni Association Area,10004410.0,353.0,Alumni Association IS&S,,,,D_ALUM,Alumni Association,01/08/16 01:03 AM
O10000396,10000396,System Dynamics Group,DEPARTMENTS,10000396.0,HR-121300,121300.0,System Dynamics Group,System Dynamics Group,System Dynamics Group,Sloan School of Management Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000031.0,109.0,Sloan School of Management Area,10000396.0,111.0,System Dynamics Group,,,,D_SLOAN,Sloan School of Management,01/08/16 01:03 AM
O10000666,10000666,Office of School Development Services,DEPARTMENTS,10000666.0,HR-410070,410070.0,Office of School Development Services,Office of School Development Services,"School Development Services, Office of",VP for Resource Development,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10000035.0,401.0,VP for Resource Development,10000187.0,402.0,Office VP Resource Development,10000666.0,416.0,Office of School Development Services,D_RESDEV,Vice President for Resource Development,01/08/16 01:03 AM
O10000670,10000670,Office of Leadership Giving,DEPARTMENTS,10000670.0,HR-410095,410095.0,Office of Leadership Giving,Office of Leadership Giving,Office of Leadership Giving,VP for Resource Development,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10000035.0,401.0,VP for Resource Development,10000187.0,402.0,Office VP Resource Development,10000670.0,420.0,Office of Leadership Giving,D_RESDEV,Vice President for Resource Development,01/08/16 01:03 AM
O10000334,10000334,Singapore/MIT Alliance,DEPARTMENTS,10000334.0,HR-068200,68200.0,Singapore/MIT Alliance,Singapore/MIT Alliance Program,Singapore/MIT Alliance Program,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10000334.0,75.0,Singapore/MIT Alliance,,,,D_SMA,Singapore/MIT Alliance,01/08/16 01:03 AM
O10000353,10000353,Materials Processing Center,DEPARTMENTS,10000353.0,HR-069800,69800.0,Materials Processing Center,Materials Processing Center,Materials Processing Center,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10000170.0,63.0,Materials Processing Center Area,10000353.0,64.0,Materials Processing Center,D_MPC,Materials Processing Center,01/08/16 01:03 AM
O10000651,10000651,Property Office,DEPARTMENTS,10000651.0,HR-406800,406800.0,Property Office,Property Office,Property Office,VP for Finance Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10003333.0,323.0,VP for Finance Area,10000077.0,337.0,Controller's Area,10000651.0,338.0,Property Office,D_PROPERTY,Property Office,01/08/16 01:03 AM
O10000317,10000317,Deshpande Center for Technological Innov,DEPARTMENTS,10000317.0,HR-061200,61200.0,Deshpande Center for Technological Innov,Deshpande Center for Technological Innovation,Deshpande Center for Technological Innovation,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10000317.0,71.0,Deshpande Center for Technological Innov,,,,D_DCTI,Deshpande Center for Technological Innovation,01/08/16 01:03 AM
O10000350,10000350,Center for Transportation & Logistics,DEPARTMENTS,10000350.0,HR-069500,69500.0,Center for Transportation & Logistics,Center for Transportation and Logistics,Center for Transportation & Logistics,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10000350.0,82.0,Center for Transportation & Logistics,,,,D_CTL,Center for Transportation & Logistics,01/08/16 01:03 AM
O10003258,10003258,TAT Special Projects,DEPARTMENTS,10003258.0,HR-409300,409300.0,TAT Special Projects,Training Alignment Team Special Projects,Training Alignment Team Special Projects,VP for Human Resources Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10000033.0,391.0,VP for Human Resources Area,10003258.0,395.0,TAT Special Projects,,,,D_HR,Human Resources Department,01/08/16 01:03 AM
O10004608,10004608,Office of Prospect Research,DEPARTMENTS,10004608.0,HR-410092,410092.0,Office of Prospect Research,Office of Prospect Research,Office of Prospect Research,VP for Resource Development,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10000035.0,401.0,VP for Resource Development,10000187.0,402.0,Office VP Resource Development,10004608.0,407.0,Office of Prospect Research,D_RESDEV,Vice President for Resource Development,01/08/16 01:03 AM
O10005033,10005033,"ODL, MITx",DEPARTMENTS,10005033.0,HR-401821,401821.0,"ODL, MITx","ODL, MITx","ODL, MITx",Office of Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000025.0,247.0,Office of Provost Area,10004583.0,264.0,Digital Learning Area,10005083.0,267.0,ODL area,D_DL,Digital Learning,01/08/16 01:03 AM
O10000366,10000366,Comparative Media Studies/Writing,DEPARTMENTS,10000366.0,HR-093800,93800.0,Comparative Media Studies/Writing,Comparative Media Studies/Writing,,"Humanities, Arts, & Social Sciences Area",Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000020.0,85.0,"Humanities, Arts, & Social Sciences Area",10000366.0,89.0,Comparative Media Studies/Writing,,,,D_CMS,Comparative Media Studies/Writing,01/08/16 01:03 AM
O10002283,10002283,Program in Polymer Sciences & Technology,DEPARTMENTS,10002283.0,HR-062100,62100.0,Program in Polymer Sciences & Technology,Program in Polymer Sciences & Technology,Program in Polymer Sciences & Technology,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10002283.0,33.0,Program in Polymer Sciences & Technology,,,,D_PPST,Program in Polymer Sciences & Technology,01/08/16 01:03 AM
O10002810,10002810,MIT-Portugal Program,DEPARTMENTS,10002810.0,HR-060500,60500.0,MIT-Portugal Program,MIT-Portugal Program,MIT-Portugal Program,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10002810.0,37.0,MIT-Portugal Program,,,,D_PORTUGAL,MIT-Portugal Program,01/08/16 01:03 AM
O10004433,10004433,Alumni Association EVP,DEPARTMENTS,10004433.0,HR-871080,871080.0,Alumni Association EVP,Alumni Association EVP,Alumni Association EVP,Alumni Association Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10004183.0,349.0,Alumni Association Area,10004433.0,354.0,Alumni Association EVP,,,,D_ALUM,Alumni Association,01/08/16 01:03 AM
O10004483,10004483,"ODL, Headquarters",DEPARTMENTS,10004483.0,HR-401819,401819.0,"ODL, Headquarters","ODL, Headquarters",,Office of Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000025.0,247.0,Office of Provost Area,10004583.0,264.0,Digital Learning Area,10005083.0,267.0,ODL area,D_DL,Digital Learning,01/08/16 01:03 AM
O10002608,10002608,Office of the Recording Secretary,DEPARTMENTS,10002608.0,HR-410025,410025.0,Office of the Recording Secretary,Office of the Recording Secretary,Office of the Recording Secretary,Executive Vice President Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10002608.0,421.0,Office of the Recording Secretary,,,,,,,D_EXECVP,Executive Vice President's Office,01/08/16 01:03 AM
O10000547,10000547,Laboratory for Nuclear Science,DEPARTMENTS,10000547.0,HR-159900,159900.0,Laboratory for Nuclear Science,Laboratory for Nuclear Science,Laboratory for Nuclear Science,Science Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000030.0,117.0,Science Area,10000547.0,133.0,Laboratory for Nuclear Science,,,,D_LNS,Laboratory for Nuclear Science,01/08/16 01:03 AM
O10000669,10000669,Strategic Program Development,DEPARTMENTS,10000669.0,HR-410090,410090.0,Strategic Program Development,Strategic Program Development,Strategic Program Development,VP for Resource Development,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10000035.0,401.0,VP for Resource Development,10000187.0,402.0,Office VP Resource Development,10000669.0,419.0,Strategic Program Development,D_RESDEV,Vice President for Resource Development,01/08/16 01:03 AM
O10000922,10000922,DAPER Physical Education,DEPARTMENTS,10000922.0,HR-501200,501200.0,DAPER Physical Education,DAPER Physical Education,DAPER Physical Education,Dean for Student Life Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000012.0,140.0,Dean for Student Life Area,10000805.0,175.0,"Dept of Athletics, Phys Ed, & Recreation",10000922.0,179.0,DAPER Physical Education,D_ATHLETICS,"Dept of Athletics, Phys Ed, & Recreation",01/08/16 01:03 AM
O10000923,10000923,DAPER Recreation,DEPARTMENTS,10000923.0,HR-501300,501300.0,DAPER Recreation,DAPER Recreation,DAPER Recreation,Dean for Student Life Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000012.0,140.0,Dean for Student Life Area,10000805.0,175.0,"Dept of Athletics, Phys Ed, & Recreation",10000923.0,180.0,DAPER Recreation,D_ATHLETICS,"Dept of Athletics, Phys Ed, & Recreation",01/08/16 01:03 AM
O10000541,10000541,Experimental Study Group,DEPARTMENTS,10000541.0,HR-159000,159000.0,Experimental Study Group,Experimental Study Group,Experimental Study Group,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000013.0,182.0,Dean for Undergraduate Education Area,10000541.0,213.0,Experimental Study Group,,,,D_ESG,Experimental Study Group,01/08/16 01:03 AM
O10000597,10000597,Consortium on Financing Higher Education,DEPARTMENTS,10000597.0,HR-401200,401200.0,Consortium on Financing Higher Education,Consortium on Financing Higher Education,Consortium on Financing Higher Education,President & Chairman of the Corporation,President & Chairman of the Corporation,MIT-All,10000000.0,1.0,MIT-All,10000003.0,425.0,President & Chairman of the Corporation,10000597.0,434.0,Consortium on Financing Higher Education,,,,,,,D_COFHE,Consortium on Financing Higher Education,01/08/16 01:03 AM
