Hr Org Unit Key,Hr Org Unit Id,Hr Org Unit Title,Hr Org Unit Level,Hr Department Id,Hr Department Code,Hr Department Code Old,Hr Department Name,Hr Department Name Long,Hr Department Name Alpha,Org Hier School Area Name,Org Hier Top Level Name,Org Hier Root Name,Hr Org Level1 Id,Hr Org Level1 Sort,Hr Org Level1 Name,Hr Org Level2 Id,Hr Org Level2 Sort,Hr Org Level2 Name,Hr Org Level3 Id,Hr Org Level3 Sort,Hr Org Level3 Name,Hr Org Level4 Id,Hr Org Level4 Sort,Hr Org Level4 Name,Hr Org Level5 Id,Hr Org Level5 Sort,Hr Org Level5 Name,Dlc Key,Warehouse Load Date
O10003358,10003358,Chancellor's Area,ORGANIZATION LEVEL,"","","","","","",Chancellor's Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10003358,3.00,Chancellor's Area,"","","","","","","",01/08/16 01:03 AM
O10000698,10000698,Audit Division,DEPARTMENTS,10000698,HR-423000,423000,Audit Division,Audit Division,Audit Division,Executive Vice President Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10000698,423.00,Audit Division,"","","","","","",D_AUDIT,01/08/16 01:03 AM
O10000699,10000699,Lincoln Fiscal Office,DEPARTMENTS,10000581,HR-310000,310000,Lincoln Laboratory,Lincoln Laboratory,Lincoln Laboratory,Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000581,228.00,Lincoln Laboratory,10000699,229.00,Lincoln Fiscal Office,"","","",D_LINCOLN,01/08/16 01:03 AM
O10000721,10000721,Edgerton Center,DEPARTMENTS,10000721,HR-440100,440100,Edgerton Center,Edgerton Center,Edgerton Center,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000013,182.00,Dean for Undergraduate Education Area,10004083,194.00,Edgerton Area,10000721,196.00,Edgerton Center,D_EDGERTON,01/08/16 01:03 AM
O10000729,10000729,Student Support Services,DEPARTMENTS,10000729,HR-441200,441200,Student Support Services,Student Support Services,Student Support Services,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000013,182.00,Dean for Undergraduate Education Area,10000729,211.00,Student Support Services,"","","",D_SSS,01/08/16 01:03 AM
O10000730,10000730,Student Life Programs,DEPARTMENTS,10000730,HR-441300,441300,Student Life Programs,Student Life Programs,Student Life Programs,Dean for Student Life Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000012,140.00,Dean for Student Life Area,10002533,141.00,Student Life Programs Area,10000730,143.00,Student Life Programs,D_SLP,01/08/16 01:03 AM
O10000743,10000743,Teaching & Learning Laboratory,DEPARTMENTS,10000743,HR-441700,441700,Teaching & Learning Laboratory,Teaching and Learning Laboratory,Teaching and Learning Laboratory,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000013,182.00,Dean for Undergraduate Education Area,10000743,215.00,Teaching & Learning Laboratory,"","","",D_TLL,01/08/16 01:03 AM
O10000746,10000746,Dean for Student Life - Dept Heads,DEPARTMENTS,10000746,HR-442010,442010,Dean for Student Life - Dept Heads,Office of the Dean for Student Life - Dept Heads,Dean for Student Life - Department Heads,Dean for Student Life Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000012,140.00,Dean for Student Life Area,10000099,155.00,Dean for Student Life Offices,10000746,157.00,Dean for Student Life - Dept Heads,D_DSL:HQ,01/08/16 01:03 AM
O10000749,10000749,Community Dev & Substance Abuse Pgms,DEPARTMENTS,10000749,HR-442050,442050,Community Dev & Substance Abuse Pgms,Community Development & Substance Abuse Programs,Community Development & Substance Abuse Programs,Dean for Student Life Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000012,140.00,Dean for Student Life Area,10000099,155.00,Dean for Student Life Offices,10000749,159.00,Community Dev & Substance Abuse Pgms,D_DSL:HQ,01/08/16 01:03 AM
O10000755,10000755,Admissions Office,DEPARTMENTS,10000755,HR-446100,446100,Admissions Office,Admissions Office,Admissions Office,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000013,182.00,Dean for Undergraduate Education Area,10000041,197.00,Admissions Office Area,10000755,198.00,Admissions Office,D_ADM,01/08/16 01:03 AM
O10000759,10000759,Global Education & Career Developmnt Ctr,DEPARTMENTS,10000759,HR-446600,446600,Global Education & Career Developmnt Ctr,Global Education and Career Development Center,"",Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000013,182.00,Dean for Undergraduate Education Area,10002683,183.00,MIT Careers Office Area,10000759,184.00,Global Education & Career Developmnt Ctr,D_CSPA,01/08/16 01:03 AM
O10000760,10000760,Registrar's Office,DEPARTMENTS,10000760,HR-446700,446700,Registrar's Office,Registrar's Office,Registrar's Office,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000013,182.00,Dean for Undergraduate Education Area,10000760,218.00,Registrar's Office,"","","",D_REG,01/08/16 01:03 AM
O10000792,10000792,Medical,DEPARTMENTS,10000792,HR-495000,495000,Medical,Medical Department,Medical Department,Executive Vice President Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10000792,317.00,Medical,"","","","","","",D_MEDICAL,01/08/16 01:03 AM
O10000803,10000803,Gray House,DEPARTMENTS,10000803,HR-497400,497400,Gray House,Gray House,Gray House,Office of EVPT area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10000024,388.00,Office of EVPT area,10000803,390.00,Gray House,"","","",D_GRAY,01/08/16 01:03 AM
O10000806,10000806,DAPER Facilities,DEPARTMENTS,10000806,HR-501500,501500,DAPER Facilities,DAPER Facilities,DAPER Facilities,Dean for Student Life Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000012,140.00,Dean for Student Life Area,10000805,175.00,"Dept of Athletics, Phys Ed, & Recreation",10000806,177.00,DAPER Facilities,D_ATHLETICS,01/08/16 01:03 AM
O10000889,10000889,Dining,DEPARTMENTS,10000889,HR-801000,801000,Dining,Dining,Dining,Dean for Student Life Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000012,140.00,Dean for Student Life Area,10000223,170.00,Residential Life Programs Area,10000889,174.00,Dining,D_DINING,01/08/16 01:03 AM
O10000901,10000901,Housemasters Program,DEPARTMENTS,10000901,HR-441380,441380,Housemasters Program,Housemasters Program,Housemasters Program,Dean for Student Life Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000012,140.00,Dean for Student Life Area,10000099,155.00,Dean for Student Life Offices,10000901,160.00,Housemasters Program,D_SLP,01/08/16 01:03 AM
O10000910,10000910,Alumni Association,DEPARTMENTS,10000910,HR-871000,871000,Alumni Association,Alumni Association,Alumni Association,Alumni Association Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10004183,349.00,Alumni Association Area,10000910,358.00,Alumni Association,"","","",D_ALUM,01/08/16 01:03 AM
O10000912,10000912,Endicott House,DEPARTMENTS,10000912,HR-872500,872500,Endicott House,Endicott House,Endicott House,Dean for Student Life Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000012,140.00,Dean for Student Life Area,10002033,162.00,Enterprise Services Area,10000912,168.00,Endicott House,D_ENDICOTT,01/08/16 01:03 AM
O10000919,10000919,MIT Press,DEPARTMENTS,10000919,HR-875000,875000,MIT Press,MIT Press,MIT Press,"Libraries, MIT Press, Tech Review",Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000022,221.00,"Libraries, MIT Press, Tech Review",10000919,226.00,MIT Press,"","","",D_PRESS,01/08/16 01:03 AM
O10000920,10000920,Technology Review,DEPARTMENTS,10000920,HR-876000,876000,Technology Review,Technology Review,Technology Review,"Libraries, MIT Press, Tech Review",Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000022,221.00,"Libraries, MIT Press, Tech Review",10000920,227.00,Technology Review,"","","",D_TECHREVIEW,01/08/16 01:03 AM
O10000923,10000923,DAPER Recreation,DEPARTMENTS,10000923,HR-501300,501300,DAPER Recreation,DAPER Recreation,DAPER Recreation,Dean for Student Life Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000012,140.00,Dean for Student Life Area,10000805,175.00,"Dept of Athletics, Phys Ed, & Recreation",10000923,180.00,DAPER Recreation,D_ATHLETICS,01/08/16 01:03 AM
O10004833,10004833,J-WAFS,DEPARTMENTS,10004833,HR-402410,402410,J-WAFS,Abdul Latif Jameel World Water & Food Security Lab,"",VP Research,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000032,281.00,VP Research,10004833,295.00,J-WAFS,"","","",D_J-WAFS,01/08/16 01:03 AM
O10004858,10004858,Maintenance and Utilities Area,ORGANIZATION LEVEL,"","","","","","",MIT Department of Facilities area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10004934,361.00,MIT Department of Facilities area,10004858,374.00,Maintenance and Utilities Area,"","","","",01/08/16 01:03 AM
O10004908,10004908,Maintenance and Utilities,DEPARTMENTS,10004908,HR-591300,591300,Maintenance and Utilities,Maintenance and Utilities,Maintenance and Utilities,MIT Department of Facilities area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10004934,361.00,MIT Department of Facilities area,10004858,374.00,Maintenance and Utilities Area,10004908,380.00,Maintenance and Utilities,D_FACILITIES,01/08/16 01:03 AM
O10004933,10004933,Legatum Center,DEPARTMENTS,10004933,HR-121042,121042,Legatum Center,Legatum Center,Legatum Center,Sloan School of Management Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000031,109.00,Sloan School of Management Area,10004933,115.00,Legatum Center,"","","",D_SLOAN,01/08/16 01:03 AM
O10004935,10004935,Campus Construction area,ORGANIZATION LEVEL,"","","","","","",MIT Department of Facilities area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10004934,361.00,MIT Department of Facilities area,10004935,381.00,Campus Construction area,"","","","",01/08/16 01:03 AM
O10004983,10004983,Mechanical Eng Area,ORGANIZATION LEVEL,"","","","","","",Engineering Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000018,25.00,Engineering Area,10004983,47.00,Mechanical Eng Area,"","","","",01/08/16 01:03 AM
O10005008,10005008,Innovation Initiative,DEPARTMENTS,10005008,HR-401822,401822,Innovation Initiative,Innovation Initiative,Innovation Initiative,Office of Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000025,247.00,Office of Provost Area,10000218,248.00,Provost Office,10005008,255.00,Innovation Initiative,D_PROVOST,01/08/16 01:03 AM
O10003483,10003483,Accounts Payable,DEPARTMENTS,10003483,HR-423300,423300,Accounts Payable,Accounts Payable,Accounts Payable,VP for Finance Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10003333,323.00,VP for Finance Area,10003683,326.00,Financial Operations Area,10003483,327.00,Accounts Payable,D_CAS,01/08/16 01:03 AM
O10003484,10003484,Sponsored Accounting,DEPARTMENTS,10003484,HR-423600,423600,Sponsored Accounting,Sponsored Accounting,Sponsored Accounting,VP for Finance Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10003333,323.00,VP for Finance Area,10000077,337.00,Controller's Area,10003484,340.00,Sponsored Accounting,D_CAS,01/08/16 01:03 AM
O10003487,10003487,Sourcing and Procurement,DEPARTMENTS,10003487,HR-407030,407030,Sourcing and Procurement,Procurement,Procurement,VP for Finance Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10003333,323.00,VP for Finance Area,10003683,326.00,Financial Operations Area,10003487,329.00,Sourcing and Procurement,D_PROCURE,01/08/16 01:03 AM
O10003488,10003488,Travel,DEPARTMENTS,10003488,HR-407020,407020,Travel,Travel,Travel,VP for Finance Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10003333,323.00,VP for Finance Area,10003683,326.00,Financial Operations Area,10003488,330.00,Travel,D_TRAVEL,01/08/16 01:03 AM
O10003508,10003508,Nuclear Science & Engineering Area,ORGANIZATION LEVEL,"","","","","","",Engineering Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000018,25.00,Engineering Area,10003508,40.00,Nuclear Science & Engineering Area,"","","","",01/08/16 01:03 AM
O10003583,10003583,Major Agreements Area,ORGANIZATION LEVEL,"","","","","","",Major Agreements Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10003583,345.00,Major Agreements Area,"","","","","","","",01/08/16 01:03 AM
O10003608,10003608,Foreign Languages & Literature Area,ORGANIZATION LEVEL,"","","","","","","Humanities, Arts, & Social Sciences Area",Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000020,85.00,"Humanities, Arts, & Social Sciences Area",10003608,100.00,Foreign Languages & Literature Area,"","","","",01/08/16 01:03 AM
O10003609,10003609,HyperStudio,DEPARTMENTS,10003609,HR-093301,093301,HyperStudio,HyperStudio,HyperStudio,"Humanities, Arts, & Social Sciences Area",Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000020,85.00,"Humanities, Arts, & Social Sciences Area",10003609,102.00,HyperStudio,"","","",D_DHSS,01/08/16 01:03 AM
O10003683,10003683,Financial Operations Area,ORGANIZATION LEVEL,"","","","","","",VP for Finance Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10003333,323.00,VP for Finance Area,10003683,326.00,Financial Operations Area,"","","","",01/08/16 01:03 AM
O10003708,10003708,Forum for the Future of Higher Education,DEPARTMENTS,10003708,HR-401201,401201,Forum for the Future of Higher Education,Forum for the Future of Higher Education,"",Executive Vice President Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10003708,348.00,Forum for the Future of Higher Education,"","","","","","",D_FFHE,01/08/16 01:03 AM
O10003785,10003785,[AEROASTRO131] WANG /QIQI,N/A,"","","","","","","","",MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10003833,10003833,VP for Institute Affairs Area,ORGANIZATION LEVEL,"","","","","","",VP & Secretary of Corp Area,President & Chairman of the Corporation,MIT-All,10000000,1.00,MIT-All,10000003,425.00,President & Chairman of the Corporation,10000256,426.00,VP & Secretary of Corp Area,10003833,428.00,VP for Institute Affairs Area,"","","","",01/08/16 01:03 AM
O10003883,10003883,Earth Resources Laboratory,DEPARTMENTS,10003883,HR-153005,153005,Earth Resources Laboratory,Earth Resources Laboratory,Earth Resources Laboratory,Science Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000030,117.00,Science Area,10003883,120.00,Earth Resources Laboratory,"","","",D_EAPS,01/08/16 01:03 AM
O10003908,10003908,MIT-SUTD Collaboration,DEPARTMENTS,10003908,HR-414000,414000,MIT-SUTD Collaboration,MIT-SUTD Collaboration,MIT-Sing U of Tech and Design Collaboration,Office of Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000025,247.00,Office of Provost Area,10000218,248.00,Provost Office,10003908,252.00,MIT-SUTD Collaboration,D_SUTD,01/08/16 01:03 AM
O10003961,10003961,[MEDIA82] OXMAN /NERI,N/A,"","","","","","","","",MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10003962,10003962,[MEDIA82] OXMAN /NERI,N/A,"","","","","","","","",MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10003985,10003985,CSAIL Area,ORGANIZATION LEVEL,"","","","","","",VP Research,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000032,281.00,VP Research,10003985,287.00,CSAIL Area,"","","","",01/08/16 01:03 AM
O10004033,10004033,D-Lab,DEPARTMENTS,10004033,HR-440102,440102,D-Lab,D-Lab,D-Lab,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000013,182.00,Dean for Undergraduate Education Area,10004083,194.00,Edgerton Area,10004033,195.00,D-Lab,D_D-LAB,01/08/16 01:03 AM
O10004058,10004058,RLE Area,ORGANIZATION LEVEL,"","","","","","",VP Research,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000032,281.00,VP Research,10004058,291.00,RLE Area,"","","","",01/08/16 01:03 AM
O10004108,10004108,Economics Area,ORGANIZATION LEVEL,"","","","","","","Humanities, Arts, & Social Sciences Area",Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000020,85.00,"Humanities, Arts, & Social Sciences Area",10004108,103.00,Economics Area,"","","","",01/08/16 01:03 AM
O10004133,10004133,Center for Advanced Urbanism,DEPARTMENTS,10004133,HR-030001,030001,Center for Advanced Urbanism,Center for Advanced Urbanism,Center for Advanced Urbanism,Architecture & Planning Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000005,7.00,Architecture & Planning Area,10004133,12.00,Center for Advanced Urbanism,"","","",D_ARCH,01/08/16 01:03 AM
O10004183,10004183,Alumni Association Area,ORGANIZATION LEVEL,"","","","","","",Alumni Association Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10004183,349.00,Alumni Association Area,"","","","","","","",01/08/16 01:03 AM
O10004184,10004184,Alumni Association Finance & Operations,DEPARTMENTS,10004184,HR-871010,871010,Alumni Association Finance & Operations,Alumni Association Finance and Operations,"",Alumni Association Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10004183,349.00,Alumni Association Area,10004184,350.00,Alumni Association Finance & Operations,"","","",D_ALUM,01/08/16 01:03 AM
O10004233,10004233,Simons Center for the Social Brain,DEPARTMENTS,10004233,HR-154501,154501,Simons Center for the Social Brain,Simons Center for the Social Brain,"",Science Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000030,117.00,Science Area,10004233,121.00,Simons Center for the Social Brain,"","","",D_SCSB,01/08/16 01:03 AM
O10004258,10004258,Open Learning Enterprise,DEPARTMENTS,10004258,HR-401803,401803,Open Learning Enterprise,Open Learning Enterprise,"",Office of Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000025,247.00,Office of Provost Area,10004583,264.00,Digital Learning Area,10004258,265.00,Open Learning Enterprise,D_MITX,01/08/16 01:03 AM
O10004284,10004284,Institute for Medical Eng. and Science,DEPARTMENTS,10004284,HR-061901,061901,Institute for Medical Eng. and Science,Institute for Medical Engineering and Science,"",Engineering Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000018,25.00,Engineering Area,10004283,43.00,IMES Area,10004284,44.00,Institute for Medical Eng. and Science,D_IMES,01/08/16 01:03 AM
O10004334,10004334,World Wide Web Consortium,DEPARTMENTS,10004334,HR-067909,067909,World Wide Web Consortium,World Wide Web Consortium,"",VP Research,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000032,281.00,VP Research,10003985,287.00,CSAIL Area,10004334,290.00,World Wide Web Consortium,D_CSAIL,01/08/16 01:03 AM
O10004383,10004383,SHASS area,ORGANIZATION LEVEL,"","","","","","","Humanities, Arts, & Social Sciences Area",Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000020,85.00,"Humanities, Arts, & Social Sciences Area",10004383,106.00,SHASS area,"","","","",01/08/16 01:03 AM
O10004409,10004409,Alumni Association Relations,DEPARTMENTS,10004409,HR-871060,871060,Alumni Association Relations,Alumni Association Relations,Alumni Association Relations,Alumni Association Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10004183,349.00,Alumni Association Area,10004409,352.00,Alumni Association Relations,"","","",D_ALUM,01/08/16 01:03 AM
O10004410,10004410,Alumni Association IS&S,DEPARTMENTS,10004410,HR-871070,871070,Alumni Association IS&S,Alumni Association IS&S,Alumni Association IS&S,Alumni Association Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10004183,349.00,Alumni Association Area,10004410,353.00,Alumni Association IS&S,"","","",D_ALUM,01/08/16 01:03 AM
O10004435,10004435,Alumni Association Annual Fund,DEPARTMENTS,10004435,HR-871100,871100,Alumni Association Annual Fund,Alumni Association Annual Fund,Alumni Association Annual Fund,Alumni Association Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10004183,349.00,Alumni Association Area,10004435,356.00,Alumni Association Annual Fund,"","","",D_ALUM,01/08/16 01:03 AM
O10004458,10004458,LL-Cyber Security & Information Sciences,SUB DEPARTMENT,10000581,HR-310000,310000,Lincoln Laboratory,Lincoln Laboratory,Lincoln Laboratory,Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000581,228.00,Lincoln Laboratory,10004458,232.00,LL-Cyber Security & Information Sciences,"","","","",01/08/16 01:03 AM
O10004484,10004484,Tax Services,DEPARTMENTS,10004484,HR-423601,423601,Tax Services,Tax Services,Tax Services,VP for Finance Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10003333,323.00,VP for Finance Area,10000077,337.00,Controller's Area,10004484,342.00,Tax Services,D_CAS,01/08/16 01:03 AM
O10004485,10004485,Treasury,DEPARTMENTS,10004485,HR-422240,422240,Treasury,Treasury,Treasury,VP for Finance Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10003333,323.00,VP for Finance Area,10004485,334.00,Treasury,"","","",D_CAS,01/08/16 01:03 AM
O10004533,10004533,VPF-Administrative Services & Operations,DEPARTMENTS,10004533,HR-407005,407005,VPF-Administrative Services & Operations,VPF-Administrative Services and Operations,VPF-Administrative Services and Operations,VP for Finance Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10003333,323.00,VP for Finance Area,10004533,336.00,VPF-Administrative Services & Operations,"","","",D_CAS,01/08/16 01:03 AM
O10004608,10004608,Office of Prospect Research,DEPARTMENTS,10004608,HR-410092,410092,Office of Prospect Research,Office of Prospect Research,Office of Prospect Research,VP for Resource Development,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10000035,401.00,VP for Resource Development,10000187,402.00,Office VP Resource Development,10004608,407.00,Office of Prospect Research,D_RESDEV,01/08/16 01:03 AM
O10004633,10004633,Media Lab Area,ORGANIZATION LEVEL,"","","","","","",Architecture & Planning Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000005,7.00,Architecture & Planning Area,10004633,13.00,Media Lab Area,"","","","",01/08/16 01:03 AM
O10004658,10004658,"ODL, AMPS",DEPARTMENTS,10004658,HR-406101,406101,"ODL, AMPS","ODL, AMPS","ODL, AMPS",Office of Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000025,247.00,Office of Provost Area,10004583,264.00,Digital Learning Area,10005083,267.00,ODL area,D_DL,01/08/16 01:03 AM
O10004708,10004708,Campus Planning,DEPARTMENTS,10004708,HR-404210,404210,Campus Planning,Campus Planning,Campus Planning,Executive Vice President Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10004708,359.00,Campus Planning,"","","","","","",D_CAMPLAN,01/08/16 01:03 AM
O10004783,10004783,Center for Extreme Bionics,DEPARTMENTS,10004783,HR-030002,030002,Center for Extreme Bionics,Center for Extreme Bionics,Center for Extreme Bionics,Architecture & Planning Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000005,7.00,Architecture & Planning Area,10004783,16.00,Center for Extreme Bionics,"","","",D_ARCH,01/08/16 01:03 AM
O10000665,10000665,Office of Development Systems,DEPARTMENTS,10000665,HR-410060,410060,Office of Development Systems,Office of Development Systems,"",VP for Resource Development,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10000035,401.00,VP for Resource Development,10000187,402.00,Office VP Resource Development,10000665,415.00,Office of Development Systems,D_RESDEV,01/08/16 01:03 AM
O10000668,10000668,Leadership Gifts,DEPARTMENTS,10000668,HR-410085,410085,Leadership Gifts,Leadership Gifts,Leadership Gifts,VP for Resource Development,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10000035,401.00,VP for Resource Development,10000187,402.00,Office VP Resource Development,10000668,418.00,Leadership Gifts,D_RESDEV,01/08/16 01:03 AM
O10000669,10000669,Strategic Program Development,DEPARTMENTS,10000669,HR-410090,410090,Strategic Program Development,Strategic Program Development,Strategic Program Development,VP for Resource Development,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10000035,401.00,VP for Resource Development,10000187,402.00,Office VP Resource Development,10000669,419.00,Strategic Program Development,D_RESDEV,01/08/16 01:03 AM
O10000673,10000673,MIT Investment Management Company,DEPARTMENTS,10000673,HR-420000,420000,MIT Investment Management Company,MIT Investment Management Company,MIT Investment Management Company,Executive Vice President Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10000673,422.00,MIT Investment Management Company,"","","","","","",D_MITIMCO,01/08/16 01:03 AM
O10000682,10000682,Financial Systems Services,DEPARTMENTS,10000682,HR-421200,421200,Financial Systems Services,Financial Systems Services,Financial Systems Services,VP for Info Services & Technology Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10002058,396.00,VP for Info Services & Technology Area,10000682,400.00,Financial Systems Services,"","","",D_IS&T,01/08/16 01:03 AM
O10000000,10000000,MIT-All,ALL MIT,"","","","","","","","",MIT-All,10000000,1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10000003,10000003,President & Chairman of the Corporation,TOP LEVEL,"","","","","","","",President & Chairman of the Corporation,MIT-All,10000000,1.00,MIT-All,10000003,425.00,President & Chairman of the Corporation,"","","","","","","","","","",01/08/16 01:03 AM
O10000012,10000012,Dean for Student Life Area,ORGANIZATION LEVEL,"","","","","","",Dean for Student Life Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000012,140.00,Dean for Student Life Area,"","","","","","","",01/08/16 01:03 AM
O10000013,10000013,Dean for Undergraduate Education Area,ORGANIZATION LEVEL,"","","","","","",Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000013,182.00,Dean for Undergraduate Education Area,"","","","","","","",01/08/16 01:03 AM
